,EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,OCCGROUP,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,PWDALLCOUNT,VISMINALLCOUNT
18563,Brink's Canada Limited,2015,Part-Time,Provincial,British Columbia,Overall,109,83,26,3,0,40
18576,Brink's Canada Limited,2015,Part-Time,Provincial,Alberta,Overall,63,45,18,3,2,14
18683,British Columbia Maritime Employers Association,2015,Full-Time,Provincial,British Columbia,Overall,5889,5269,620,469,170,1539
18774,British Columbia Maritime Employers Association,2015,Part-Time,Provincial,British Columbia,Overall,9,5,4,0,0,1
18837,Bruce Power LP,2015,Full-Time,Provincial,Ontario,Overall,4020,3201,819,77,85,277
18899,Bruce Power LP,2015,Part-Time,Provincial,Ontario,Overall,42,23,19,1,0,1
18949,Bruce R. Smith Limited (Inactive),2015,Full-Time,Provincial,Ontario,Overall,132,115,17,0,1,4
19019,Business Development Bank of Canada,2015,Full-Time,Provincial,Ontario,Overall,445,225,220,6,17,126
19044,Business Development Bank of Canada,2015,Full-Time,Provincial,Québec,Overall,920,476,444,4,29,92
19081,Business Development Bank of Canada,2015,Full-Time,Provincial,British Columbia,Overall,174,89,85,3,6,56
19102,Business Development Bank of Canada,2015,Full-Time,Provincial,Alberta,Overall,160,100,60,2,5,39
19231,Business Development Bank of Canada,2015,Part-Time,Provincial,Ontario,Overall,3,1,2,0,0,0
19244,Business Development Bank of Canada,2015,Part-Time,Provincial,Québec,Overall,11,0,11,0,0,2
19265,Business Development Bank of Canada,2015,Part-Time,Provincial,British Columbia,Overall,5,0,5,0,0,3
19278,Business Development Bank of Canada,2015,Part-Time,Provincial,Alberta,Overall,3,0,3,0,0,0
19375,BWXT Nuclear Energy Canada Inc. / BWXT Medical Ltd.,2015,Full-Time,Provincial,Ontario,Overall,364,288,76,4,12,49
19425,BWXT Nuclear Energy Canada Inc. / BWXT Medical Ltd.,2015,Part-Time,Provincial,Ontario,Overall,2,0,2,0,0,0
19467,C-MAR Services (Canada) Ltd,2015,Full-Time,Provincial,Prince Edward Island,Overall,112,110,2,0,0,2
19537,C.A.T. Inc.,2015,Full-Time,Provincial,Québec,Overall,203,149,54,4,9,8
19612,C.A.T. Inc.,2015,Part-Time,Provincial,Québec,Overall,11,11,0,1,1,1
19675,Calm Air International LP,2015,Full-Time,Provincial,Manitoba,Overall,388,266,122,49,20,38
19782,Calm Air International LP,2015,Part-Time,Provincial,Manitoba,Overall,53,17,36,14,1,4
19841,Cam-Scott Transport Ltd.,2015,Full-Time,Provincial,Ontario,Overall,162,145,17,0,1,26
19891,Cam-Scott Transport Ltd.,2015,Part-Time,Provincial,Ontario,Overall,7,4,3,0,0,2
19965,Cameco Corporation,2015,Full-Time,Provincial,Ontario,Overall,777,596,181,24,19,33
20022,Cameco Corporation,2015,Full-Time,Provincial,Saskatchewan,Overall,2121,1658,463,672,38,102
20108,Cameco Corporation,2015,Part-Time,Provincial,Ontario,Overall,7,2,5,1,0,1
20125,Cameco Corporation,2015,Part-Time,Provincial,Saskatchewan,Overall,59,17,42,7,1,1
20244,Canada Cartage System Limited Partnership,2015,Full-Time,Provincial,Ontario,Overall,1564,1364,200,36,23,232
20363,Canada Cartage System Limited Partnership,2015,Part-Time,Provincial,Ontario,Overall,119,108,11,1,1,20
20434,Canada Council for the Arts,2015,Full-Time,Provincial,Ontario,Overall,189,58,131,10,6,23
20468,Canada Council for the Arts,2015,Part-Time,Provincial,Ontario,Overall,4,0,4,0,0,0
20498,Canada Deposit Insurance Corporation / La Société d'assurance-dépôts du Canada,2015,Full-Time,Provincial,Ontario,Overall,125,68,57,4,7,27
20528,Canada Deposit Insurance Corporation / La Société d'assurance-dépôts du Canada,2015,Part-Time,Provincial,Ontario,Overall,3,1,2,0,0,0
20574,Canada Energy Regultor (Separate Employer),2015,Full-Time,Provincial,Alberta,Overall,362,138,224,20,19,49
20701,Canada Malting Company Ltd.,2015,Full-Time,Provincial,Alberta,Overall,103,82,21,2,0,11
20743,Canada Malting Company Ltd.,2015,Part-Time,Provincial,Alberta,Overall,1,0,1,0,0,0
20793,Canada Mortgage and Housing Corporation,2015,Full-Time,Provincial,Ontario,Overall,1188,520,668,18,30,227
20830,Canada Mortgage and Housing Corporation,2015,Full-Time,Provincial,Québec,Overall,197,79,118,0,6,24
20863,Canada Mortgage and Housing Corporation,2015,Full-Time,Provincial,British Columbia,Overall,137,64,73,2,8,53
20900,Canada Mortgage and Housing Corporation,2015,Full-Time,Provincial,Alberta,Overall,93,34,59,5,2,18
21049,Canada Mortgage and Housing Corporation,2015,Part-Time,Provincial,Ontario,Overall,12,3,9,0,3,1
21058,Canada Mortgage and Housing Corporation,2015,Part-Time,Provincial,Québec,Overall,2,0,2,0,1,1
21063,Canada Mortgage and Housing Corporation,2015,Part-Time,Provincial,British Columbia,Overall,7,1,6,0,1,2
21080,Canada Mortgage and Housing Corporation,2015,Part-Time,Provincial,Alberta,Overall,1,0,1,0,0,0
21136,Canada Pension Plan Investment Board,2015,Full-Time,Provincial,Ontario,Overall,1009,614,395,6,33,462
21203,Canada Pension Plan Investment Board,2015,Part-Time,Provincial,Ontario,Overall,3,0,3,0,1,0
21266,Canada Post Corporation,2015,Full-Time,Provincial,Ontario,Overall,15123,9049,6074,209,751,3017
21311,Canada Post Corporation,2015,Full-Time,Provincial,Québec,Overall,7924,4867,3057,46,170,597
21356,Canada Post Corporation,2015,Full-Time,Provincial,Nova Scotia,Overall,982,534,448,20,45,36
21397,Canada Post Corporation,2015,Full-Time,Provincial,New Brunswick,Overall,747,360,387,7,30,19
21434,Canada Post Corporation,2015,Full-Time,Provincial,Manitoba,Overall,1325,800,525,131,39,140
21475,Canada Post Corporation,2015,Full-Time,Provincial,British Columbia,Overall,4562,2620,1942,131,199,1156
21520,Canada Post Corporation,2015,Full-Time,Provincial,Prince Edward Island,Overall,120,64,56,1,4,1
21533,Canada Post Corporation,2015,Full-Time,Provincial,Saskatchewan,Overall,1045,543,502,40,36,82
21570,Canada Post Corporation,2015,Full-Time,Provincial,Alberta,Overall,3251,1749,1502,106,123,550
21611,Canada Post Corporation,2015,Full-Time,Provincial,Newfoundland and Labrador,Overall,541,246,295,26,23,7
21997,Canada Post Corporation,2015,Part-Time,Provincial,Ontario,Overall,5539,2359,3180,75,137,1227
22022,Canada Post Corporation,2015,Part-Time,Provincial,Québec,Overall,2835,874,1961,22,37,153
22031,Canada Post Corporation,2015,Part-Time,Provincial,Nova Scotia,Overall,653,177,476,11,21,20
22040,Canada Post Corporation,2015,Part-Time,Provincial,New Brunswick,Overall,479,139,340,3,8,7
22053,Canada Post Corporation,2015,Part-Time,Provincial,Manitoba,Overall,575,188,387,55,11,53
22066,Canada Post Corporation,2015,Part-Time,Provincial,British Columbia,Overall,1426,433,993,52,36,218
22079,Canada Post Corporation,2015,Part-Time,Provincial,Prince Edward Island,Overall,104,33,71,0,1,1
22088,Canada Post Corporation,2015,Part-Time,Provincial,Saskatchewan,Overall,626,125,501,33,17,50
22097,Canada Post Corporation,2015,Part-Time,Provincial,Alberta,Overall,1895,565,1330,50,42,355
22106,Canada Post Corporation,2015,Part-Time,Provincial,Newfoundland and Labrador,Overall,396,57,339,23,9,3
22244,Canadian Air Transport Security Authority,2015,Full-Time,Provincial,Ontario,Overall,316,182,134,8,7,46
22286,Canadian Air Transport Security Authority,2015,Part-Time,Provincial,Ontario,Overall,1,0,1,0,0,0
22340,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Full-Time,Provincial,Ontario,Overall,2561,1328,1233,27,60,357
22377,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Full-Time,Provincial,Québec,Overall,2303,1232,1071,12,15,116
22426,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Full-Time,Provincial,Nova Scotia,Overall,122,72,50,1,1,4
22447,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Full-Time,Provincial,New Brunswick,Overall,164,91,73,0,3,0
22472,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Full-Time,Provincial,Manitoba,Overall,159,90,69,12,4,16
22497,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Full-Time,Provincial,British Columbia,Overall,245,140,105,7,4,33
22522,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Full-Time,Provincial,Saskatchewan,Overall,109,61,48,3,1,7
22547,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Full-Time,Provincial,Alberta,Overall,197,100,97,3,3,13
22572,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Full-Time,Provincial,Newfoundland and Labrador,Overall,95,61,34,5,2,0
22846,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Part-Time,Provincial,Ontario,Overall,108,37,71,1,3,12
22867,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Part-Time,Provincial,Québec,Overall,87,27,60,0,1,4
22888,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Part-Time,Provincial,Nova Scotia,Overall,10,3,7,0,1,0
22901,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Part-Time,Provincial,New Brunswick,Overall,1,0,1,0,0,0
22906,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Part-Time,Provincial,Manitoba,Overall,10,0,10,1,1,0
22923,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Part-Time,Provincial,British Columbia,Overall,26,9,17,1,0,1
22936,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Part-Time,Provincial,Saskatchewan,Overall,6,3,3,1,0,0
22945,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Part-Time,Provincial,Alberta,Overall,14,5,9,0,2,1
22958,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Part-Time,Provincial,Newfoundland and Labrador,Overall,7,2,5,0,0,0
23096,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Temporary,Provincial,Ontario,Overall,608,321,287,5,12,60
23121,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Temporary,Provincial,Québec,Overall,888,484,404,8,4,38
23154,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Temporary,Provincial,Nova Scotia,Overall,36,19,17,0,1,1
23171,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Temporary,Provincial,New Brunswick,Overall,42,24,18,1,1,2
23188,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Temporary,Provincial,Manitoba,Overall,41,22,19,4,0,3
23201,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Temporary,Provincial,British Columbia,Overall,89,39,50,3,2,8
23214,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Temporary,Provincial,Saskatchewan,Overall,23,13,10,1,0,0
23227,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Temporary,Provincial,Alberta,Overall,45,24,21,0,1,1
23244,Canadian Broadcasting Corporation / Société Radio-Canada,2015,Temporary,Provincial,Newfoundland and Labrador,Overall,18,10,8,0,0,0
23430,Canadian Commercial Corporation,2015,Full-Time,Provincial,Ontario,Overall,124,54,70,0,8,14
23496,Canadian Imperial Bank of Commerce,2015,Full-Time,Provincial,Ontario,Overall,20886,9530,11356,219,614,7492
23537,Canadian Imperial Bank of Commerce,2015,Full-Time,Provincial,Québec,Overall,2542,965,1577,14,57,386
23578,Canadian Imperial Bank of Commerce,2015,Full-Time,Provincial,Nova Scotia,Overall,658,291,367,14,23,74
23615,Canadian Imperial Bank of Commerce,2015,Full-Time,Provincial,New Brunswick,Overall,442,159,283,5,13,19
23648,Canadian Imperial Bank of Commerce,2015,Full-Time,Provincial,Manitoba,Overall,484,152,332,19,10,86
23681,Canadian Imperial Bank of Commerce,2015,Full-Time,Provincial,British Columbia,Overall,2555,937,1618,38,73,827
23722,Canadian Imperial Bank of Commerce,2015,Full-Time,Provincial,Saskatchewan,Overall,711,297,414,23,30,152
23759,Canadian Imperial Bank of Commerce,2015,Full-Time,Provincial,Alberta,Overall,1901,633,1268,26,44,464
23800,Canadian Imperial Bank of Commerce,2015,Full-Time,Provincial,Newfoundland and Labrador,Overall,158,39,119,1,0,4
24174,Canadian Imperial Bank of Commerce,2015,Part-Time,Provincial,Ontario,Overall,2154,445,1709,31,80,506
24207,Canadian Imperial Bank of Commerce,2015,Part-Time,Provincial,Québec,Overall,629,97,532,5,12,63
24236,Canadian Imperial Bank of Commerce,2015,Part-Time,Provincial,Nova Scotia,Overall,159,27,132,2,4,12
24261,Canadian Imperial Bank of Commerce,2015,Part-Time,Provincial,New Brunswick,Overall,73,8,65,1,3,5
24278,Canadian Imperial Bank of Commerce,2015,Part-Time,Provincial,Manitoba,Overall,157,21,136,5,3,28
24299,Canadian Imperial Bank of Commerce,2015,Part-Time,Provincial,British Columbia,Overall,811,155,656,17,29,222
24328,Canadian Imperial Bank of Commerce,2015,Part-Time,Provincial,Saskatchewan,Overall,164,19,145,9,6,18
24345,Canadian Imperial Bank of Commerce,2015,Part-Time,Provincial,Alberta,Overall,569,100,469,12,17,156
24378,Canadian Imperial Bank of Commerce,2015,Part-Time,Provincial,Newfoundland and Labrador,Overall,54,1,53,1,1,3
24616,Canadian Light Source Inc.,2015,Full-Time,Provincial,Saskatchewan,Overall,189,138,51,5,3,24
24666,Canadian Light Source Inc.,2015,Part-Time,Provincial,Saskatchewan,Overall,4,2,2,0,0,0
24716,Canadian Museum for Human Rights,2015,Full-Time,Provincial,Manitoba,Overall,100,39,61,6,1,15
24799,Canadian Museum for Human Rights,2015,Part-Time,Provincial,Manitoba,Overall,11,1,10,0,0,3
24862,Canadian Museum for Human Rights,2015,Temporary,Provincial,Manitoba,Overall,86,33,53,11,5,10
24957,Canadian Museum of History,2015,Full-Time,Provincial,Québec,Overall,293,108,185,3,12,15
25007,Canadian Museum of History,2015,Part-Time,Provincial,Québec,Overall,17,8,9,1,3,1
25049,Canadian Museum of History,2015,Temporary,Provincial,Québec,Overall,111,40,71,5,3,21
25181,Canadian National Railway Company,2015,Full-Time,Provincial,Ontario,Overall,3590,3258,332,120,67,354
25234,Canadian National Railway Company,2015,Full-Time,Provincial,Québec,Overall,3532,2828,704,21,32,336
25283,Canadian National Railway Company,2015,Full-Time,Provincial,Nova Scotia,Overall,111,109,2,0,4,2
25316,Canadian National Railway Company,2015,Full-Time,Provincial,New Brunswick,Overall,327,319,8,6,4,3
25361,Canadian National Railway Company,2015,Full-Time,Provincial,Manitoba,Overall,2184,2051,133,167,51,223
25414,Canadian National Railway Company,2015,Full-Time,Provincial,British Columbia,Overall,2113,1996,117,122,26,175
25463,Canadian National Railway Company,2015,Full-Time,Provincial,Saskatchewan,Overall,911,884,27,35,4,35
25508,Canadian National Railway Company,2015,Full-Time,Provincial,Alberta,Overall,2528,2284,244,92,46,244
25864,Canadian National Railway Company,2015,Part-Time,Provincial,Québec,Overall,5,3,2,0,0,0
25877,Canadian National Railway Company,2015,Part-Time,Provincial,New Brunswick,Overall,1,1,0,0,0,0
25882,Canadian National Railway Company,2015,Part-Time,Provincial,Alberta,Overall,5,3,2,0,0,0
25963,Canadian North Inc.,2015,Full-Time,Provincial,Alberta,Overall,455,264,191,33,6,48
26004,Canadian North Inc.,2015,Full-Time,Provincial,Nunavut,Overall,46,34,12,18,1,7
26132,Canadian North Inc.,2015,Part-Time,Provincial,Alberta,Overall,20,2,18,2,1,7
26145,Canadian North Inc.,2015,Part-Time,Provincial,Nunavut,Overall,36,30,6,29,2,1
26229,Canadian Nuclear Laboratories,2015,Full-Time,Provincial,Ontario,Overall,2980,2071,909,180,80,283
26282,Canadian Nuclear Laboratories,2015,Full-Time,Provincial,Manitoba,Overall,373,289,84,45,11,27
26348,Canadian Nuclear Laboratories,2015,Part-Time,Provincial,Ontario,Overall,17,4,13,1,1,3
26365,Canadian Nuclear Laboratories,2015,Part-Time,Provincial,Manitoba,Overall,4,0,4,0,0,0
26435,Canadian Pacific Railway Limited,2015,Full-Time,Provincial,Ontario,Overall,2326,2155,171,110,71,166
26484,Canadian Pacific Railway Limited,2015,Full-Time,Provincial,Québec,Overall,620,574,46,11,3,29
26533,Canadian Pacific Railway Limited,2015,Full-Time,Provincial,Manitoba,Overall,1230,1092,138,48,41,102
26586,Canadian Pacific Railway Limited,2015,Full-Time,Provincial,British Columbia,Overall,1601,1499,102,54,36,127
26631,Canadian Pacific Railway Limited,2015,Full-Time,Provincial,Saskatchewan,Overall,905,876,29,29,18,26
26672,Canadian Pacific Railway Limited,2015,Full-Time,Provincial,Alberta,Overall,2824,2292,532,58,82,345
27020,Canadian Pacific Railway Limited,2015,Part-Time,Provincial,Ontario,Overall,2,0,2,0,0,0
27029,Canadian Pacific Railway Limited,2015,Part-Time,Provincial,Manitoba,Overall,1,1,0,0,0,0
27034,Canadian Pacific Railway Limited,2015,Part-Time,Provincial,Saskatchewan,Overall,1,0,1,0,0,0
27039,Canadian Pacific Railway Limited,2015,Part-Time,Provincial,Alberta,Overall,1,1,0,0,0,0
27092,Canadian Press Enterprises Inc. (Inactive),2015,Full-Time,Provincial,Ontario,Overall,127,77,50,1,4,17
27167,Canadian Press Enterprises Inc. (Inactive),2015,Part-Time,Provincial,Ontario,Overall,15,10,5,1,0,3
27234,Canadian Tire Bank,2015,Full-Time,Provincial,Ontario,Overall,967,324,643,11,22,50
27296,Canadian Tire Bank,2015,Part-Time,Provincial,Ontario,Overall,251,68,183,6,2,8
27354,Canadian Western Bank,2015,Full-Time,Provincial,British Columbia,Overall,510,200,310,11,12,160
27391,Canadian Western Bank,2015,Full-Time,Provincial,Alberta,Overall,988,370,618,18,12,198
27564,Canadian Western Bank,2015,Part-Time,Provincial,British Columbia,Overall,13,4,9,0,0,4
27577,Canadian Western Bank,2015,Part-Time,Provincial,Alberta,Overall,24,7,17,1,1,7
27708,Cancrew Enterprises Ltd.,2015,Full-Time,Provincial,Newfoundland and Labrador,Overall,213,200,13,4,9,0
27766,Cancrew Enterprises Ltd.,2015,Temporary,Provincial,Newfoundland and Labrador,Overall,78,70,8,1,1,0
27832,Candu Energy Inc.,2015,Full-Time,Provincial,Ontario,Overall,866,637,229,5,7,298
27931,Candu Energy Inc.,2015,Part-Time,Provincial,Ontario,Overall,5,2,3,0,1,1
27990,Canpar Express Inc.,2015,Full-Time,Provincial,Ontario,Overall,748,658,90,13,33,183
28031,Canpar Express Inc.,2015,Full-Time,Provincial,Québec,Overall,250,242,8,1,2,36
28064,Canpar Express Inc.,2015,Full-Time,Provincial,British Columbia,Overall,88,85,3,0,1,24
28089,Canpar Express Inc.,2015,Full-Time,Provincial,Alberta,Overall,97,89,8,3,8,16
28222,Canpar Express Inc.,2015,Part-Time,Provincial,Ontario,Overall,106,98,8,1,0,27
28235,Canpar Express Inc.,2015,Part-Time,Provincial,Québec,Overall,82,79,3,0,0,31
28240,Canpar Express Inc.,2015,Part-Time,Provincial,British Columbia,Overall,21,20,1,0,2,8
28245,Canpar Express Inc.,2015,Part-Time,Provincial,Alberta,Overall,3,2,1,0,0,0
28310,Capital One Bank (Canada Branch),2015,Full-Time,Provincial,Ontario,Overall,749,342,407,7,7,291
28343,Capital One Bank (Canada Branch),2015,Full-Time,Provincial,Québec,Overall,195,86,109,1,1,60
28451,Capital One Bank (Canada Branch),2015,Part-Time,Provincial,Ontario,Overall,13,2,11,0,0,7
28464,Capital One Bank (Canada Branch),2015,Part-Time,Provincial,Québec,Overall,23,14,9,0,0,18
28560,Cargill Limited,2015,Full-Time,Provincial,Ontario,Overall,149,110,39,2,7,3
28609,Cargill Limited,2015,Full-Time,Provincial,Manitoba,Overall,390,209,181,19,17,56
28654,Cargill Limited,2015,Full-Time,Provincial,British Columbia,Overall,159,128,31,16,13,31
28699,Cargill Limited,2015,Full-Time,Provincial,Saskatchewan,Overall,352,244,108,10,24,25
28744,Cargill Limited,2015,Full-Time,Provincial,Alberta,Overall,365,256,109,11,23,38
28920,Cargill Limited,2015,Part-Time,Provincial,Ontario,Overall,3,1,2,0,1,1
28929,Cargill Limited,2015,Part-Time,Provincial,Manitoba,Overall,6,2,4,0,2,1
28946,Cargill Limited,2015,Part-Time,Provincial,Saskatchewan,Overall,3,1,2,0,0,0
28959,Cargill Limited,2015,Part-Time,Provincial,Alberta,Overall,4,2,2,0,0,0
29006,Cargo Airport Services Canada Inc.,2015,Full-Time,Provincial,Québec,Overall,69,58,11,0,0,3
29065,Cargo Airport Services Canada Inc.,2015,Part-Time,Provincial,Québec,Overall,104,71,33,0,0,11
29136,CargoJet Airways Ltd.,2015,Full-Time,Provincial,Ontario,Overall,333,285,48,7,4,70
29206,CargoJet Airways Ltd.,2015,Part-Time,Provincial,Ontario,Overall,37,30,7,3,3,3
29272,Caron Transportation Systems Partnership,2015,Full-Time,Provincial,Alberta,Overall,303,277,26,10,8,38
29379,Caron Transportation Systems Partnership,2015,Part-Time,Provincial,Alberta,Overall,13,12,1,0,0,1
29458,Cascade Aerospace Inc.,2015,Full-Time,Provincial,British Columbia,Overall,468,381,87,16,12,86
29540,Cascade Aerospace Inc.,2015,Part-Time,Provincial,British Columbia,Overall,18,14,4,1,1,1
29614,Cascade Energy Services LP,2015,Full-Time,Provincial,Alberta,Overall,126,110,16,4,2,4
29672,Cascade Energy Services LP,2015,Part-Time,Provincial,Alberta,Overall,17,15,2,0,0,0
